Age,Gender,EmploymentStatus,AnnualIncomeUSD,Country,BankAccountsCount,CardsCount,MonthlyTransactionRange,VictimOfFraud,FraudConcernLevel,TechComfortLevel,SecurityMeasures,ValuedFeatures,MonthlyWillingnessToPayUSD,SubscribeLikelihood,Challenges,Motivations,SatisfactionLevel,ResearchFrequency,AlertPreference,RecommendationLikelihood,TryWillingness,AdoptionBarrier,ProactiveVsReactiveScale,IntegrateWithAccounts
50,Female,Student,36727.88,USA,3,2,21-50,No,6,8,"Transaction alerts, Credit monitoring",Detailed reporting,322.91,Very likely,Fear of hacking,"Trust & reputation, Innovative features",4,Quarterly,Mobile App Notification,10,Wait for reviews,Cost,7,Yes
52,Female,Employed full-time,17979.86,UK,2,8,11-20,Yes,7,10,"Biometric login, Transaction alerts, Two-factor authentication","Insurance against fraud, Detailed reporting, Personalized recommendations",228.2,Neutral,"Fear of hacking, Too many passwords, Complexity of security","Convenience, Cost savings",3,Monthly,Email,6,Skeptical but open,Trust issues,8,Yes
28,Female,Employed full-time,100451.84,Australia,5,1,21-50,Yes,5,7,"Biometric login, Two-factor authentication, None","Detailed reporting, Personalized recommendations, Insurance against fraud",1543.96,Neutral,Poor customer support,Peer recommendations,4,Rarely,Phone Call,9,Wait for reviews,Complexity,6,Yes
31,Female,Employed full-time,113365.59,UK,6,9,11-20,Yes,8,10,"Two-factor authentication, Credit monitoring, Transaction alerts","Insurance against fraud, Real-time alerts, Personalized recommendations",1106.01,Likely,"Poor customer support, Too many passwords","Peer recommendations, Innovative features",2,Rarely,Email,9,Eager to try,Cost,6,Yes
37,Male,Employed full-time,39895.4,UK,2,4,11-20,No,8,4,None,"AI-based detection, Detailed reporting",587.64,Neutral,"Too many passwords, Complexity of security, Lack of transparency",Trust & reputation,4,Rarely,SMS,8,Wait for reviews,Lack of awareness,7,Maybe
38,Female,Employed part-time,67112.02,India,2,4,11-20,No,8,6,Credit monitoring,Real-time alerts,798.34,Unlikely,Lack of transparency,"Peer recommendations, Convenience, Innovative features",5,Monthly,SMS,7,Eager to try,Complexity,8,No
41,Female,Employed full-time,40342.96,Australia,5,1,21-50,Not sure,5,8,Credit monitoring,"Personalized recommendations, AI-based detection",546.91,Likely,"Poor customer support, Lack of transparency","Peer recommendations, Innovative features",5,Monthly,Phone Call,10,Eager to try,Complexity,8,Yes
55,Prefer not to say,Employed full-time,16284.43,USA,3,4,0-5,No,8,7,"Two-factor authentication, Credit monitoring, Transaction alerts",Real-time alerts,225.68,Unlikely,"Too many passwords, Poor customer support, Fear of hacking",Innovative features,5,Monthly,Email,8,Wait for reviews,Complexity,9,Maybe
33,Female,Unemployed,28364.85,Singapore,5,2,11-20,No,8,5,"Credit monitoring, Biometric login","Personalized recommendations, Detailed reporting",492.48,Neutral,Too many passwords,Trust & reputation,5,Quarterly,Mobile App Notification,7,Unlikely to try,Cost,5,Yes
27,Male,Employed full-time,39306.96,UAE,4,4,6-10,No,8,9,Transaction alerts,Insurance against fraud,583.51,Very likely,"Poor customer support, Complexity of security, Too many passwords","Innovative features, Convenience",5,Weekly,Email,8,Wait for reviews,Cost,8,No
21,Female,Student,27646.97,Singapore,3,2,11-20,No,7,8,"Two-factor authentication, None, Transaction alerts",AI-based detection,247.84,Likely,"Too many passwords, Complexity of security","Peer recommendations, Innovative features",4,Rarely,Email,9,Skeptical but open,Lack of awareness,7,No
27,Male,Employed full-time,31850.49,USA,3,2,50+,Yes,7,5,Two-factor authentication,Personalized recommendations,187.73,Neutral,"Fear of hacking, Poor customer support, Lack of transparency","Trust & reputation, Peer recommendations",9,Rarely,SMS,9,Skeptical but open,Cost,6,Yes
34,Female,Self-employed,34377.59,Singapore,1,6,6-10,Yes,6,7,"Two-factor authentication, Biometric login, Credit monitoring","AI-based detection, Detailed reporting",172.91,Unlikely,Too many passwords,"Innovative features, Convenience, Cost savings",4,Weekly,Mobile App Notification,9,Unlikely to try,Trust issues,4,Yes
52,Male,Employed full-time,34595.29,USA,3,5,11-20,Yes,6,3,Transaction alerts,"Real-time alerts, Insurance against fraud",642.31,Likely,"Too many passwords, Lack of transparency","Trust & reputation, Peer recommendations, Cost savings",5,Monthly,SMS,9,Wait for reviews,Cost,7,Yes
29,Male,Employed full-time,37472.22,India,1,10,11-20,Yes,9,7,Biometric login,"Insurance against fraud, Personalized recommendations, AI-based detection",716.91,Very unlikely,"Fear of hacking, Complexity of security, Too many passwords",Trust & reputation,7,Quarterly,Phone Call,9,Wait for reviews,Cost,7,Yes
37,Female,Employed full-time,19218.66,UAE,5,3,21-50,No,9,2,"Biometric login, None","Detailed reporting, Personalized recommendations, AI-based detection",123.22,Neutral,"Too many passwords, Poor customer support, Complexity of security","Peer recommendations, Trust & reputation",4,Monthly,SMS,6,Wait for reviews,Cost,6,No
34,Male,Employed full-time,23618.61,USA,4,3,11-20,No,5,8,"None, Transaction alerts, Credit monitoring",Personalized recommendations,290.65,Likely,"Lack of transparency, Poor customer support, Complexity of security","Cost savings, Convenience",4,Monthly,SMS,7,Skeptical but open,Complexity,5,Yes
46,Female,Employed full-time,16801.94,Germany,4,3,21-50,Not sure,7,4,Biometric login,"Insurance against fraud, Personalized recommendations, AI-based detection",122.22,Very likely,"Complexity of security, Lack of transparency","Trust & reputation, Innovative features, Convenience",2,Quarterly,SMS,9,Skeptical but open,Complexity,7,Yes
60,Male,Self-employed,65296.21,USA,1,3,21-50,No,8,9,"Two-factor authentication, None, Transaction alerts","Real-time alerts, Insurance against fraud",1255.73,Very likely,Fear of hacking,"Convenience, Trust & reputation, Cost savings",3,Rarely,Mobile App Notification,10,Eager to try,Complexity,8,No
29,Female,Unemployed,10266.2,Germany,5,5,11-20,Not sure,9,9,Credit monitoring,"Insurance against fraud, Detailed reporting",89.34,Likely,Complexity of security,Peer recommendations,2,Rarely,SMS,10,Wait for reviews,Trust issues,6,Maybe
30,Female,Student,72558.92,India,3,2,11-20,No,4,2,"Transaction alerts, None","Insurance against fraud, Real-time alerts, Detailed reporting",908.78,Likely,Lack of transparency,"Innovative features, Cost savings",3,Weekly,Email,10,Wait for reviews,Trust issues,5,No
45,Female,Self-employed,83433.87,USA,2,3,11-20,No,8,4,"None, Biometric login, Credit monitoring","Real-time alerts, Personalized recommendations, Detailed reporting",624.44,Unlikely,"Complexity of security, Lack of transparency","Trust & reputation, Convenience",4,Rarely,SMS,9,Eager to try,Trust issues,4,Maybe
41,Male,Employed full-time,30293.6,USA,2,3,21-50,No,9,3,Two-factor authentication,"Detailed reporting, AI-based detection",302.68,Unlikely,Too many passwords,"Trust & reputation, Cost savings",2,Quarterly,SMS,8,Wait for reviews,Complexity,5,Maybe
53,Male,Employed full-time,7616.85,Australia,4,4,0-5,Yes,6,4,"Biometric login, None","Insurance against fraud, Detailed reporting, Real-time alerts",68.57,Likely,Too many passwords,Peer recommendations,2,Monthly,Email,10,Wait for reviews,Complexity,9,No
40,Male,Employed full-time,29237.68,USA,3,2,11-20,Yes,9,4,"Credit monitoring, Two-factor authentication, None","Detailed reporting, Insurance against fraud",354.69,Neutral,"Lack of transparency, Complexity of security","Cost savings, Trust & reputation, Convenience",2,Quarterly,Phone Call,5,Skeptical but open,Lack of awareness,4,No
31,Male,Employed full-time,34943.56,USA,2,2,21-50,No,8,9,Transaction alerts,"Insurance against fraud, Detailed reporting",394.75,Very likely,"Fear of hacking, Lack of transparency","Convenience, Peer recommendations, Trust & reputation",4,Rarely,Mobile App Notification,7,Eager to try,Complexity,7,Yes
40,Female,Employed part-time,19804.04,UK,3,6,11-20,Not sure,8,5,"Two-factor authentication, Credit monitoring",Insurance against fraud,197.29,Likely,"Poor customer support, Lack of transparency","Innovative features, Cost savings",3,Monthly,SMS,9,Wait for reviews,Cost,9,No
46,Non-binary,Employed part-time,26658.65,Singapore,2,5,11-20,Yes,6,9,Biometric login,"Personalized recommendations, Detailed reporting",175.63,Unlikely,Lack of transparency,"Innovative features, Cost savings",4,Monthly,Mobile App Notification,10,Skeptical but open,Complexity,4,Maybe
43,Female,Employed full-time,90954.72,India,3,8,11-20,Yes,9,3,"Biometric login, Credit monitoring","Detailed reporting, Real-time alerts",1115.77,Likely,"Poor customer support, Fear of hacking","Peer recommendations, Trust & reputation",6,Quarterly,Email,9,Wait for reviews,Cost,3,No
40,Female,Employed full-time,54119.85,USA,4,2,6-10,No,9,9,None,"Personalized recommendations, AI-based detection, Insurance against fraud",960.8,Unlikely,"Lack of transparency, Complexity of security, Too many passwords",Convenience,4,Weekly,SMS,7,Unlikely to try,Cost,7,Yes
45,Female,Student,20853.18,USA,3,3,11-20,Yes,8,8,Transaction alerts,Real-time alerts,332.68,Very unlikely,"Lack of transparency, Too many passwords","Convenience, Trust & reputation",2,Rarely,Email,8,Eager to try,Cost,7,Maybe
46,Female,Student,13924.99,USA,2,6,11-20,No,3,7,"Transaction alerts, None, Two-factor authentication",AI-based detection,220.13,Neutral,Complexity of security,"Convenience, Trust & reputation, Peer recommendations",3,Quarterly,SMS,8,Eager to try,Trust issues,7,Maybe
48,Male,Employed full-time,29845.51,USA,1,5,50+,Yes,6,7,"None, Credit monitoring, Transaction alerts",Real-time alerts,313.12,Very likely,"Poor customer support, Lack of transparency","Convenience, Cost savings, Trust & reputation",3,Rarely,Mobile App Notification,9,Eager to try,Complexity,4,Yes
41,Non-binary,Unemployed,31949.95,UK,1,6,6-10,No,8,6,Biometric login,"Insurance against fraud, Detailed reporting",499.26,Likely,"Poor customer support, Complexity of security","Convenience, Peer recommendations, Innovative features",3,Monthly,Email,7,Wait for reviews,Cost,4,No
33,Female,Retired,48909.14,UAE,2,5,21-50,No,9,7,"Two-factor authentication, Credit monitoring","Personalized recommendations, Real-time alerts, Insurance against fraud",586.08,Very likely,"Complexity of security, Poor customer support",Trust & reputation,3,Rarely,SMS,9,Eager to try,Lack of awareness,8,Maybe
36,Female,Employed full-time,26339.1,USA,3,4,21-50,No,6,7,"Two-factor authentication, Credit monitoring, Biometric login",Personalized recommendations,191.07,Neutral,Poor customer support,Innovative features,3,Monthly,Email,8,Skeptical but open,Complexity,4,Yes
47,Male,Employed full-time,49360.2,UK,3,5,0-5,Yes,7,4,"Biometric login, Two-factor authentication","Insurance against fraud, Real-time alerts",557.07,Unlikely,"Complexity of security, Lack of transparency, Fear of hacking",Convenience,5,Monthly,Email,10,Unlikely to try,Trust issues,9,Yes
26,Male,Employed part-time,115970.65,UK,3,7,21-50,No,8,7,Two-factor authentication,"Personalized recommendations, Real-time alerts",810.76,Neutral,Lack of transparency,"Innovative features, Convenience, Cost savings",4,Rarely,Email,5,Eager to try,Complexity,5,No
38,Female,Unemployed,59236.94,Australia,2,5,0-5,Not sure,9,9,"Biometric login, Transaction alerts, None",AI-based detection,397.91,Unlikely,Lack of transparency,"Trust & reputation, Cost savings, Peer recommendations",3,Quarterly,Email,9,Unlikely to try,Lack of awareness,6,Yes
31,Female,Unemployed,35282.66,Australia,2,7,50+,No,7,10,"Biometric login, None, Transaction alerts",Insurance against fraud,188.62,Unlikely,"Complexity of security, Fear of hacking","Peer recommendations, Innovative features, Cost savings",4,Monthly,Email,7,Skeptical but open,Trust issues,9,No
35,Female,Employed full-time,32536.24,Germany,3,3,21-50,No,9,4,"Credit monitoring, Transaction alerts, None","Detailed reporting, Personalized recommendations",300.73,Unlikely,Too many passwords,"Peer recommendations, Convenience, Cost savings",7,Monthly,Email,7,Eager to try,Complexity,7,Yes
47,Male,Employed full-time,29319.15,USA,1,5,6-10,No,8,9,"Biometric login, Credit monitoring",Personalized recommendations,292.11,Likely,"Lack of transparency, Too many passwords","Trust & reputation, Peer recommendations, Convenience",3,Monthly,Mobile App Notification,9,Skeptical but open,Lack of awareness,6,Yes
36,Prefer not to say,Employed part-time,73746.19,USA,2,1,6-10,Not sure,7,7,Credit monitoring,Real-time alerts,1142.45,Unlikely,"Fear of hacking, Too many passwords","Convenience, Trust & reputation, Cost savings",2,Rarely,Phone Call,7,Eager to try,Trust issues,2,Maybe
35,Male,Employed part-time,24924.63,UK,4,4,11-20,No,9,8,Biometric login,AI-based detection,325.77,Neutral,Too many passwords,Trust & reputation,4,Rarely,SMS,10,Skeptical but open,Complexity,6,No
21,Male,Employed full-time,37314.36,USA,1,2,11-20,No,8,9,"Biometric login, None","Personalized recommendations, Detailed reporting, Real-time alerts",667.06,Likely,"Poor customer support, Complexity of security","Cost savings, Innovative features",1,Monthly,Email,8,Skeptical but open,Lack of awareness,7,Yes
42,Male,Unemployed,37448.38,India,1,5,11-20,No,5,3,Transaction alerts,"Detailed reporting, Personalized recommendations",286.37,Very unlikely,"Too many passwords, Poor customer support, Lack of transparency",Innovative features,4,Monthly,Mobile App Notification,9,Unlikely to try,Cost,6,No
41,Female,Self-employed,26874.4,UAE,2,3,11-20,Yes,9,10,"Two-factor authentication, None, Biometric login","Detailed reporting, Real-time alerts",241.58,Very unlikely,"Fear of hacking, Complexity of security","Peer recommendations, Trust & reputation, Innovative features",4,Monthly,SMS,8,Eager to try,Cost,7,Yes
56,Non-binary,Student,15938.94,Germany,2,4,21-50,No,8,8,Biometric login,"Detailed reporting, Personalized recommendations",304.69,Neutral,"Too many passwords, Poor customer support, Lack of transparency","Cost savings, Trust & reputation, Convenience",3,Quarterly,Phone Call,8,Eager to try,Lack of awareness,9,Maybe
31,Male,Unemployed,44081.03,Germany,1,5,6-10,Not sure,7,6,"Transaction alerts, Credit monitoring","Detailed reporting, Real-time alerts",514.01,Unlikely,"Complexity of security, Lack of transparency",Cost savings,1,Monthly,SMS,9,Unlikely to try,Trust issues,4,Yes
37,Female,Self-employed,35010.3,UK,3,6,21-50,No,5,9,"None, Credit monitoring, Biometric login","Real-time alerts, Personalized recommendations",589.43,Likely,Poor customer support,"Innovative features, Peer recommendations",6,Monthly,Mobile App Notification,8,Skeptical but open,Complexity,5,Yes
37,Male,Employed full-time,49027.87,Singapore,3,3,21-50,Not sure,8,9,"Two-factor authentication, Transaction alerts, Credit monitoring","Personalized recommendations, AI-based detection, Detailed reporting",607.09,Likely,Poor customer support,"Convenience, Peer recommendations",4,Quarterly,Email,10,Skeptical but open,Cost,6,Yes
50,Non-binary,Self-employed,26366.24,UK,3,5,11-20,No,9,8,Two-factor authentication,Personalized recommendations,318.14,Very likely,"Poor customer support, Fear of hacking","Peer recommendations, Convenience, Trust & reputation",3,Rarely,Email,4,Skeptical but open,Cost,5,No
34,Female,Employed full-time,75545.68,USA,1,6,21-50,No,8,9,Biometric login,Real-time alerts,545.57,Neutral,"Too many passwords, Fear of hacking, Poor customer support",Innovative features,3,Quarterly,Mobile App Notification,9,Skeptical but open,Complexity,5,Yes
37,Female,Self-employed,21459.78,UAE,4,5,6-10,No,6,8,Two-factor authentication,"AI-based detection, Insurance against fraud, Detailed reporting",381.3,Likely,"Too many passwords, Poor customer support, Fear of hacking","Innovative features, Cost savings",4,Rarely,Phone Call,9,Skeptical but open,Cost,9,Maybe
41,Male,Employed full-time,101440.14,USA,1,6,0-5,No,8,5,"Credit monitoring, None, Two-factor authentication","Detailed reporting, AI-based detection",626.43,Likely,"Lack of transparency, Too many passwords",Convenience,4,Rarely,Phone Call,6,Skeptical but open,Cost,7,No
36,Prefer not to say,Self-employed,12726.2,UK,3,2,21-50,No,10,9,"None, Two-factor authentication",AI-based detection,122.86,Neutral,"Fear of hacking, Too many passwords, Poor customer support","Cost savings, Convenience, Peer recommendations",4,Quarterly,Email,9,Eager to try,Trust issues,8,Maybe
